Unnamed: 0,UNNAMED: 0,ASSET_NAME,ASSET_ID,ASSET_TYPE,OPERATING_STATUS,POOL_PARTICIPANT_NAME,POOL_PARTICIPANT_ID,NET_TO_GRID_ASSET_FLAG,ASSET_INCL_STORAGE_FLAG,REGION,TYPE,POOL_ID
89,89,ABCP APC BC IMPORT,ABCP,SOURCE,Active,Heartland Generation 1,APC,,,,,
93,93,ABSK APC SK IMPORT,ABSK,SOURCE,Active,Heartland Generation 1,APC,,,,,
96,96,ACBC BC IMPORT UNIT,ACBC,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
99,99,ACC EXPORT TO BCH #0,ACE0,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
100,100,ACE1 ACC EXPORT TO BCH #1,ACE1,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
101,101,ACE2 ACC EXPORT TO BCH #2,ACE2,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
102,102,ACE3 ACC EXPORT TO BCH #3,ACE3,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
103,103,ACE4 ACC EXPORT TO BCH #4,ACE4,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
104,104,ACE5 ACC EXPORT TO BCH #5,ACE5,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
105,105,ACE6 ACC EXPORT TO BCH #6,ACE6,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
106,106,ACE7 ACC EXPORT TO BCH #7,ACE7,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
107,107,ACC EXPORT TO BCH #8,ACE8,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
108,108,ACC EXPORT TO BCH #9,ACE9,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
109,109,ACEA ACC EXPORT TO SPC #A,ACEA,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
110,110,ACEB ACC EXPORT TO SPC #B,ACEB,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
111,111,ACEC ACC EXPORT TO SPC #C,ACEC,SINK,Retired,Aquila Canada Corp.,ACC,,,,,
112,112,ACC IMPORT FROM BCH #0,ACI0,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
113,113,ACC IMPORT FROM BCH #1,ACI1,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
114,114,ACC IMPORT FROM BCH #2,ACI2,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
115,115,ACC IMPORT FROM BCH #3,ACI3,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
116,116,ACC IMPORT FROM BCH #4,ACI4,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
117,117,ACC IMPORT FROM BCH #5,ACI5,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
118,118,ACC IMPORT FROM BCH #6,ACI6,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
119,119,ACC IMPORT FROM BCH #7,ACI7,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
120,120,ACC IMPORT FROM BCH #8,ACI8,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
121,121,ACC IMPORT FROM BCH #9,ACI9,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
122,122,ACC IMPORT FROM SPC #A,ACIA,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
123,123,ACC IMPORT FROM SPC #B,ACIB,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
124,124,ACC IMPORT FROM SPC #C,ACIC,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
128,128,ACSK SASK IMPORT UNIT,ACSK,SOURCE,Retired,Aquila Canada Corp.,ACC,,,,,
140,140,AEBC AEI BC IMPORT,AEBC,SOURCE,Retired,Avista Energy Inc.,AEI,,,,,
149,149,AEXB AEI BC EXPORT,AEXB,SINK,Retired,Avista Energy Inc.,AEI,,,,,
217,217,APBC BC IMPORT UNIT,APBC,SOURCE,Retired,ATCO Electric,APL,,,,,
222,222,APL IMPORT FROM SPC,API1,SOURCE,Retired,ATCO Electric,APL,,,,,
223,223,APL IMPORT FROM BCH,API2,SOURCE,Retired,ATCO Electric,APL,,,,,
224,224,APL IMPORT FROM SPC,API3,SOURCE,Retired,ATCO Electric,APL,,,,,
229,229,APMT APC MT IMPORT,APMT,SOURCE,Active,Heartland Generation 1,APC,,,,,
238,238,APSK SASK IMPORT UNIT,APSK,SOURCE,Retired,ATCO Electric,APL,,,,,
240,240,APX1 APL EXPORT TO SPC,APX1,SINK,Retired,ATCO Electric,APL,,,,,
241,241,APX2 APL EXPORT TO SPC,APX2,SINK,Retired,ATCO Electric,APL,,,,,
242,242,APX3 APL EXPORT TO SPC,APX3,SINK,Retired,ATCO Electric,APL,,,,,
243,243,APX4 APL EXPORT TO SPC,APX4,SINK,Retired,ATCO Electric,APL,,,,,
244,244,APX5 APL EXPORT TO BCH,APX5,SINK,Retired,ATCO Electric,APL,,,,,
245,245,APX6 APL EXPORT TO BCH,APX6,SINK,Retired,ATCO Electric,APL,,,,,
246,246,APX7 APL EXPORT TO BCH,APX7,SINK,Retired,ATCO Electric,APL,,,,,
247,247,APX8 APL EXPORT TO BCH,APX8,SINK,Retired,ATCO Electric,APL,,,,,
248,248,APXB APC BC EXPORT,APXB,SINK,Active,Heartland Generation 1,APC,,,,,
249,249,APXM APC MT EXPORT,APXM,SINK,Active,Heartland Generation 1,APC,,,,,
250,250,APXS APC SK EXPORT,APXS,SINK,Active,Heartland Generation 1,APC,,,,,
256,256,AQBC AQP BC IMPORT,AQBC,SOURCE,Retired,Aquilon Power Silverhill Fund L.P.,AQP,,,,,
257,257,AQSK AQP SASK IMPORT,AQSK,SOURCE,Retired,Aquilon Power Silverhill Fund L.P.,AQP,,,,,
259,259,AQXB AQP EXPORT TO BC,AQXB,SINK,Retired,Aquilon Power Silverhill Fund L.P.,AQP,,,,,
260,260,AQXS AQP EXPORT TO SASK,AQXS,SINK,Retired,Aquilon Power Silverhill Fund L.P.,AQP,,,,,
297,297,ATBC ATPC IMPORT FROM BC,ATBC,SOURCE,Retired,ATCO Power Canada Ltd.,ATPC,,,,,
300,300,ATSK ATPC IMPORT FROM SASK,ATSK,SOURCE,Retired,ATCO Power Canada Ltd.,ATPC,,,,,
301,301,ATXB ATPC EXPORT TO BC,ATXB,SINK,Retired,ATCO Power Canada Ltd.,ATPC,,,,,
302,302,ATXS ATPC EXPORT TO SASK,ATXS,SINK,Retired,ATCO Power Canada Ltd.,ATPC,,,,,
356,356,BCBC BPC BC IMPORT,BCBC,SOURCE,Retired,BP Canada Energy Company,BPC,,,,,
366,366,BEBC BEML BC IMPORT,BEBC,SOURCE,Retired,Brookfield Energy Marketing LP,BEML,,,,,
370,370,BEXB BEML BC EXPORT,BEXB,SINK,Retired,Brookfield Energy Marketing LP,BEML,,,,,
426,426,BPBC BC IMPORT UNIT,BPBC,SOURCE,Retired,Bonneville Power Adm.,BPA,,,,,
429,429,BPE1 BPA EXPORT TO BCH,BPE1,SINK,Retired,Bonneville Power Adm.,BPA,,,,,
431,431,BPA IMPORT FROM BCH,BPI1,SOURCE,Retired,Bonneville Power Adm.,BPA,,,,,
432,432,BPSK BPC SASK IMPORT,BPSK,SOURCE,Retired,BP Canada Energy Company,BPC,,,,,
434,434,BPXB BP BC EXPORT,BPXB,SINK,Retired,BP Canada Energy Company,BPC,,,,,
435,435,BPXS BP SASK EXPORT,BPXS,SINK,Retired,BP Canada Energy Company,BPC,,,,,
444,444,BRBC ETML BC IMPORT,BRBC,SOURCE,Active,Evolugen Trading and Marketing LP,ETML,,,,,
453,453,BRMT ETML MT IMPORT,BRMT,SOURCE,Active,Evolugen Trading and Marketing LP,ETML,,,,,
455,455,BRSK ETML SK IMPORT,BRSK,SOURCE,Active,Evolugen Trading and Marketing LP,ETML,,,,,
457,457,BRXB ETML BC EXPORT,BRXB,SINK,Active,Evolugen Trading and Marketing LP,ETML,,,,,
458,458,BRXM ETML MT EXPORT,BRXM,SINK,Active,Evolugen Trading and Marketing LP,ETML,,,,,
459,459,BRXS ETML SK EXPORT,BRXS,SINK,Active,Evolugen Trading and Marketing LP,ETML,,,,,
475,475,CABC CETC BC IMPORT,CABC,SOURCE,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
479,479,CAMT CETC MT IMPORT,CAMT,SOURCE,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
482,482,CASK CETC SK IMPORT,CASK,SOURCE,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
483,483,CAXB CETC BC EXPORT,CAXB,SINK,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
484,484,CAXM CETC MT EXPORT,CAXM,SINK,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
485,485,CAXS CETC SK EXPORT,CAXS,SINK,Retired,Cargill Energy Trading Canada Inc.,CETC,,,,,
494,494,CCBC BC IMPORT UNIT,CCBC,SOURCE,Retired,ENMAX Energy Corporation,EEC,,,,,
499,499,CCE1 ENMAX BCH EXPORT,CCE1,SINK,Retired,ENMAX Energy Corporation,EEC,,,,,
500,500,CCE2 ENMAX SPC EXPORT,CCE2,SINK,Retired,ENMAX Energy Corporation,EEC,,,,,
505,505,CCES IMPORT FROM BCH,CCI1,SOURCE,Retired,Enmax Corporation,CCES,,,,,
511,511,CCSK ENMAX IMPORT SASK,CCSK,SOURCE,Retired,ENMAX Energy Corporation,EEC,,,,,
512,512,CCXB CECO BC EXPORT,CCXB,SINK,Retired,Candela Energy Corporation,CECO,,,,,
525,525,CEBC CANDELA BC IMPORT,CEBC,SOURCE,Retired,Candela Energy Corporation,CECO,,,,,
534,534,CESK CANDELA SASK IMPORT,CESK,SOURCE,Retired,Candela Energy Corporation,CECO,,,,,
535,535,CEXB CECI BC EXPORT,CEXB,SINK,Retired,Coral Energy Canada Inc.,CECI,,,,,
548,548,CGBC CGEC BC IMPORT,CGBC,SOURCE,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
553,553,CGMT CGEC MT IMPORT,CGMT,SOURCE,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
556,556,CGSK CGEC SASK IMPORT,CGSK,SOURCE,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
557,557,CGXB CGEC BC EXPORT,CGXB,SINK,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
558,558,CGXM CGEC MT EXPORT,CGXM,SINK,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
559,559,CGXS CGEC SASK EXPORT,CGXS,SINK,Retired,Citigroup Energy Canada ULC,CGEC,,,,,
576,576,CIMB CECI BC IMPORT,CIMB,SOURCE,Retired,Coral Energy Canada Inc.,CECI,,,,,
577,577,CISK CECI SK IMPORT,CISK,SOURCE,Retired,Coral Energy Canada Inc.,CECI,,,,,
578,578,CIXS CECI SK EXPORT,CIXS,SINK,Retired,Coral Energy Canada Inc.,CECI,,,,,
632,632,CPBC CESC IMPORT FROM BC,CPBC,SOURCE,Retired,Calpine Energy Services Canada,CESC,,,,,
640,640,CPXB CESC EXPORT TO BC,CPXB,SINK,Retired,Calpine Energy Services Canada,CESC,,,,,
672,672,CSBC CONS IMPORT FROM BC,CSBC,SOURCE,Active,"Constellation Energy Generation, LLC",CONS,,,,,
674,674,CSMT CONS IMPORT,CSMT,SOURCE,Active,"Constellation Energy Generation, LLC",CONS,,,,,
675,675,CSSK CONS IMPORT FROM SASK,CSSK,SOURCE,Active,"Constellation Energy Generation, LLC",CONS,,,,,
676,676,CSXB CONS EXPORT TO BC,CSXB,SINK,Active,"Constellation Energy Generation, LLC",CONS,,,,,
677,677,CSXM CONS EXPORT,CSXM,SINK,Active,"Constellation Energy Generation, LLC",CONS,,,,,
678,678,CSXS CONS EXPORT TO SASK,CSXS,SINK,Active,"Constellation Energy Generation, LLC",CONS,,,,,
685,685,CWBC CAWP BC IMPORT,CWBC,SOURCE,Active,CWP Energy Inc.,CAWP,,,,,
686,686,CWMT CAWP MT IMPORT,CWMT,SOURCE,Active,CWP Energy Inc.,CAWP,,,,,
688,688,CWSK CAWP SK IMPORT,CWSK,SOURCE,Active,CWP Energy Inc.,CAWP,,,,,
689,689,CWXB CAWP EXPORT,CWXB,SINK,Active,CWP Energy Inc.,CAWP,,,,,
690,690,CWXM CAWP MT EXPORT,CWXM,SINK,Active,CWP Energy Inc.,CAWP,,,,,
691,691,CWXS CAWP SK EXPORT,CWXS,SINK,Active,CWP Energy Inc.,CAWP,,,,,
717,717,DCBC DCI BC IMPORT,DCBC,SOURCE,Retired,Dynegy Canada Marketing&Trade,DCI,,,,,
720,720,DCSK DCI SASK IMPORT,DCSK,SOURCE,Retired,Dynegy Canada Marketing&Trade,DCI,,,,,
721,721,DCXB DCI BC EXPORT,DCXB,SINK,Retired,Dynegy Canada Marketing&Trade,DCI,,,,,
722,722,DCXS DCI SASK EXPORT,DCXS,SINK,Retired,Dynegy Canada Marketing&Trade,DCI,,,,,
729,729,DEBC BC IMPORT UNIT,DEBC,SOURCE,Retired,Duke Energy Marketing LP,DEM,,,,,
744,744,DESK SASK IMPORT UNIT,DESK,SOURCE,Retired,Duke Energy Marketing LP,DEM,,,,,
752,752,DMBC DEMI IMPORT FROM BC,DMBC,SOURCE,Active,Direct Energy Marketing Limited 2,DEMI,,,,,
754,754,DMMT DEMI MT IMPORT,DMMT,SOURCE,Active,Direct Energy Marketing Limited 2,DEMI,,,,,
755,755,DMXB DEMI EXPORT TO BC,DMXB,SINK,Active,Direct Energy Marketing Limited 2,DEMI,,,,,
756,756,DMXM DEMI MT EXPORT,DMXM,SINK,Active,Direct Energy Marketing Limited 2,DEMI,,,,,
809,809,DYBC DYNS BC IMPORT,DYBC,SOURCE,Active,Dynasty Power Inc. 2,DYNS,,,,,
810,810,DYMT DYNS MT IMPORT,DYMT,SOURCE,Active,Dynasty Power Inc. 2,DYNS,,,,,
811,811,DYSK DYNS SK IMPORT,DYSK,SOURCE,Active,Dynasty Power Inc. 2,DYNS,,,,,
812,812,DYXB DYNS BC EXPORT,DYXB,SINK,Active,Dynasty Power Inc. 2,DYNS,,,,,
813,813,DYXM DYNS MT EXPORT,DYXM,SINK,Active,Dynasty Power Inc. 2,DYNS,,,,,
814,814,DYXS DYNS SK EXPORT,DYXS,SINK,Active,Dynasty Power Inc. 2,DYNS,,,,,
868,868,EABC BC IMPORT UNIT,EABC,SOURCE,Retired,ESBI Alberta Ltd.,EAL,,,,,
916,916,ECBC ENCR BC IMPORT,ECBC,SOURCE,Active,CP Energy Marketing L.P.,ENCR,,,,,
919,919,ECMT ENCR MT IMPORT,ECMT,SOURCE,Active,CP Energy Marketing L.P.,ENCR,,,,,
922,922,ECSK ENCR SASK IMPORT UNIT,ECSK,SOURCE,Active,CP Energy Marketing L.P.,ENCR,,,,,
930,930,BC IMPORT UNIT,EDBC,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
932,932,EPD IMPORTER ON BCH #0,EDI0,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
933,933,EPD IMPORTER ON BCH #1,EDI1,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
934,934,EPD IMPORTER ON SPC #4,EDI4,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
935,935,EPD IMPORTER ON SPC #5,EDI5,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
936,936,SASK IMPORT UNIT,EDSK,SOURCE,Retired,EPCOR Distribution Inc.,EPD,,,,,
937,937,EPD EXPORTER ON BCH #0,EDX0,SINK,Retired,EPCOR Distribution Inc.,EPD,,,,,
938,938,EPD EXPORTER ON BCH #1,EDX1,SINK,Retired,EPCOR Distribution Inc.,EPD,,,,,
939,939,EPD EXPORTER ON SPC #4,EDX4,SINK,Retired,EPCOR Distribution Inc.,EPD,,,,,
940,940,EPD EXPORTER ON SPC #5,EDX5,SINK,Retired,EPCOR Distribution Inc.,EPD,,,,,
1008,1008,EEBC EEMI BC IMPORT,EEBC,SOURCE,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1023,1023,EEMT EEMI MT IMPORT,EEMT,SOURCE,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1043,1043,EESK EEMI SASK IMPORT,EESK,SOURCE,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1044,1044,EEXB EEMI BC EXPORT,EEXB,SINK,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1045,1045,EEXM EEMI MT EXPORT,EEXM,SINK,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1046,1046,EEXS EEMI SASK EXPORT,EEXS,SINK,Active,ENMAX Energy Marketing Inc.,EEMI,,,,,
1047,1047,EGBC EGLE IMPORT BC,EGBC,SOURCE,Active,"EDF Trading North America, LLC",EGLE,,,,,
1051,1051,EGMT EGLE MT IMPORT,EGMT,SOURCE,Active,"EDF Trading North America, LLC",EGLE,,,,,
1055,1055,EGXB EGLE EXPORT BC,EGXB,SINK,Active,"EDF Trading North America, LLC",EGLE,,,,,
1056,1056,EGXM EGLE MT EXPORT,EGXM,SINK,Active,"EDF Trading North America, LLC",EGLE,,,,,
1068,1068,ELBC EL PASO BC IMPORT UNIT,ELBC,SOURCE,Retired,"El Paso Merchant Energy, L.P.",EPME,,,,,
1072,1072,ELSK EL PASO SASK IMPORT UNIT,ELSK,SOURCE,Retired,"El Paso Merchant Energy, L.P.",EPME,,,,,
1073,1073,ELXB EPME BCH EXPORT UNIT,ELXB,SINK,Retired,"El Paso Merchant Energy, L.P.",EPME,,,,,
1074,1074,ELXS EPME SASK EXPORT UNIT,ELXS,SINK,Retired,"El Paso Merchant Energy, L.P.",EPME,,,,,
1100,1100,EMXB ENCR BC EXPORT,EMXB,SINK,Active,CP Energy Marketing L.P.,ENCR,,,,,
1101,1101,EMXM ENCR MT EXPORT,EMXM,SINK,Active,CP Energy Marketing L.P.,ENCR,,,,,
1102,1102,EMXS ENCR SK EXPORT,EMXS,SINK,Active,CP Energy Marketing L.P.,ENCR,,,,,
1114,1114,ENBC BC IMPORT UNIT,ENBC,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1127,1127,ENR EXPORT TO BCH,ENE0,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1128,1128,ENE1 ENRON BCH EXPORT,ENE1,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1129,1129,ENE2 ENRON SPC EXPORT,ENE2,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1130,1130,ENE4 ENR BCH EXPORT,ENE4,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1131,1131,ENE5 ENR BCH EXPORT,ENE5,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1132,1132,ENE6 ENR BCH EXPORT,ENE6,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1133,1133,ENE7 ENR BCH EXPORT,ENE7,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1134,1134,ENR EXPORT TO BCH,ENE8,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1135,1135,ENR EXPORT TO BCH,ENE9,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1136,1136,ENEA ENR BCH EXPORT,ENEA,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1137,1137,ENEB ENR BCH EXPORT,ENEB,SINK,Retired,Enron Canada Corporation,ENR,,,,,
1142,1142,ENR IMPORT FROM BCH,ENI0,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1143,1143,ENR IMPORT FROM BCH,ENI1,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1144,1144,ENR IMPORT FROM BCH,ENI2,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1145,1145,ENR IMPORT FROM BCH,ENI3,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1146,1146,ENR IMPORT FROM BCH,ENI4,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1147,1147,ENR IMPORT FROM BCH,ENI5,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1148,1148,ENR IMPORT FROM BCH,ENI6,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1149,1149,ENR IMPORT FROM BCH,ENI7,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1150,1150,ENR IMPORT FROM BCH,ENI8,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
1151,1151,ENR IMPORT FROM BCH,ENI9,SOURCE,Retired,Enron Canada Corporation,ENR,,,,,
